Type,Question,Answer,NumberPoints,StartBook,StartChapter,StartVerse,EndBook,EndChapter,EndVerse
bible-qna,Where was Abraham called out to?,To a place he would receive as an inheritance,1,Hebrews,11,8,Hebrews,11,8
bible-qna,What did Abraham not know?,Where he was going,1,Hebrews,11,8,Hebrews,11,8
bible-qna,"Who went out, not knowing where he was going?",Abraham,1,Hebrews,11,8,Hebrews,11,8
bible-qna,Where did Abraham dwell?,The land of promise,1,Hebrews,11,9,Hebrews,11,9
bible-qna,What did Isaac and Jacob dwell in?,Tents,1,Hebrews,11,9,Hebrews,11,9
bible-qna,What were Isaac and Jacob heirs of?,The same promise,1,Hebrews,11,9,Hebrews,11,9
bible-qna,What did the city have?,Foundations,1,Hebrews,11,10,Hebrews,11,10
bible-qna,Who is the builder and maker of the city?,God,1,Hebrews,11,10,Hebrews,11,10
bible-qna,What did God build and make?,City which has foundations,1,Hebrews,11,10,Hebrews,11,10
bible-qna,What was he (Abraham) waiting for?,A city which has foundations,1,Hebrews,11,10,Hebrews,11,10
bible-qna,Who received strength to conceive seed?,Sarah,1,Hebrews,11,11,Hebrews,11,11
bible-qna,When did Sarah bear a child?,When she was past age,1,Hebrews,11,11,Hebrews,11,11
bible-qna,How did Sarah bear a child when she was past age?,She judged him faithful who had promised,1,Hebrews,11,11,Hebrews,11,11
bible-qna,What happened when Sarah judged Him (God) faithful?,She bore a child when she was past age,1,Hebrews,11,11,Hebrews,11,11
bible-qna,What was the one man as good as?,As good as dead,1,Hebrews,11,12,Hebrews,11,12
bible-qna,What were as many as the stars of the sky in multitude?,Those born from one man,1,Hebrews,11,12,Hebrews,11,12
bible-qna,What were those born as innumerable as?,The sand which is by the seashore,1,Hebrews,11,12,Hebrews,11,12
bible-qna,Those born as many of the stars came from whom?,One Man,1,Hebrews,11,12,Hebrews,11,12
bible-qna,What did these (people) all die in?,Faith,1,Hebrews,11,13,Hebrews,11,13
bible-qna,What had those who died in faith not received?,The promises,1,Hebrews,11,13,Hebrews,11,13
bible-qna,Where had those who died in faith seen the promises?,Afar off,1,Hebrews,11,13,Hebrews,11,13
bible-qna,What do those declare plainly?,That they seek a homeland,1,Hebrews,11,14,Hebrews,11,14
bible-qna,Who seeks a homeland?,Those who say such things,1,Hebrews,11,14,Hebrews,11,14
bible-qna,In what manner are things declared?,Plainly,1,Hebrews,11,14,Hebrews,11,14
bible-qna,What would they have opportunity to do?,Return,1,Hebrews,11,15,Hebrews,11,15
bible-qna,What did they need to call to mind?,What country they had come out,1,Hebrews,11,15,Hebrews,11,15
bible-qna,What kind of country did they desire?,"A better, heavenly country",1,Hebrews,11,16,Hebrews,11,16
bible-qna,Who had prepared a city for them?,God,1,Hebrews,11,16,Hebrews,11,16
bible-qna,What was God not ashamed of?,To be called their God,1,Hebrews,11,16,Hebrews,11,16
bible-qna,What made it a better country?,It was a heavenly country,1,Hebrews,11,16,Hebrews,11,16
bible-qna,What did Abraham offer up?,Isaac,1,Hebrews,11,17,Hebrews,11,17
bible-qna,What kind of son was Isaac?,Only begotten,1,Hebrews,11,17,Hebrews,11,17
bible-qna,When did Abraham offer up Isaac?,When he was tested,1,Hebrews,11,17,Hebrews,11,17
bible-qna,Who offered up his son?,Abraham,1,Hebrews,11,17,Hebrews,11,17
bible-qna,What was said to be called?,Your seed,1,Hebrews,11,18,Hebrews,11,18
bible-qna,In whom was the seed called?,Isaac,1,Hebrews,11,18,Hebrews,11,18
bible-qna,Who was able to raise him from the dead?,God,1,Hebrews,11,19,Hebrews,11,19
bible-qna,What was God able to raise him up from?,The Dead,1,Hebrews,11,19,Hebrews,11,19
bible-qna,What sense did he (Abraham) receive him (Isaac) from the dead?,Figurative,1,Hebrews,11,19,Hebrews,11,19
bible-qna,Who blessed Jacob and Esau?,Isaac,1,Hebrews,11,20,Hebrews,11,20
bible-qna,What did Isaac bless Jacob and Esau about?,Things to come,1,Hebrews,11,20,Hebrews,11,20
bible-qna,By what did Isaac bless Jacob and Esau?,Faith,1,Hebrews,11,20,Hebrews,11,20
bible-qna,When Did Jacob bless the sons of Joseph?,When he was dying,1,Hebrews,11,21,Hebrews,11,21
bible-qna,WHo did Jacob bless?,The sons of Joseph,1,Hebrews,11,21,Hebrews,11,21
bible-qna,Whose sons did Jacob bless,Joseph,1,Hebrews,11,21,Hebrews,11,21
bible-qna,What was Jacob learning on?,The top of his staff,1,Hebrews,11,21,Hebrews,11,21
bible-qna,What did Joseph give instructions concerning?,His bones,1,Hebrews,11,22,Hebrews,11,22
bible-qna,Who gave instructions concerning his bones?,Joseph,1,Hebrews,11,22,Hebrews,11,22
bible-qna,When did Joseph make mention of the departure of the children of Israel?,When He was dying,1,Hebrews,11,22,Hebrews,11,22
bible-qna,What did Joseph make mention of?,The departure of the children of Israel,1,Hebrews,11,22,Hebrews,11,22
bible-qna,Who was hidden for 3 months by his parents?,Moses,1,Hebrews,11,23,Hebrews,11,23
bible-qna,How many months was Moses hidden by his parents?,Three months,1,Hebrews,11,23,Hebrews,11,23
bible-qna,What did Moses parents see about him?,He was a beautiful child,1,Hebrews,11,23,Hebrews,11,23
bible-qna,Whare were Moses' parents not afraid of?,The king's commands,1,Hebrews,11,23,Hebrews,11,23
bible-qna,When did Moses refuse to be called to son of Pharoah's daughter?,When he became of age,1,Hebrews,11,24,Hebrews,11,24
bible-qna,What did Moses refuse?,To be called the son of Pharoah's daugther,1,Hebrews,11,24,Hebrews,11,24
bible-qna,Moses refused to be called the son of who?,Pharoah's daughter,1,Hebrews,11,24,Hebrews,11,24
bible-qna,Who refused to be called the son of Pharoah's daughter?,Moses,1,Hebrews,11,24,Hebrews,11,24
bible-qna,What did Moses choose?,To suffer affliction with the people of God,1,Hebrews,11,25,Hebrews,11,25
bible-qna,What was only passing?,The pleasures of sin,1,Hebrews,11,25,Hebrews,11,25
bible-qna,Who did Moses choose to suffer affliction with,The people of God,1,Hebrews,11,25,Hebrews,11,25
bible-qna,How were the pleasures of sin described?,As passing,1,Hebrews,11,25,Hebrews,11,25
bible-qna,What was the reproach of Christ greater than?,The treasures of Egypt,1,Hebrews,11,26,Hebrews,11,26
bible-qna,Where was Moses looking to?,To the reward,1,Hebrews,11,26,Hebrews,11,26
bible-qna,What was greater than the treasures of Egypt?,The reproach of Christ,1,Hebrews,11,26,Hebrews,11,26
bible-qna,Where were the treasures located?,Egypt,1,Hebrews,11,26,Hebrews,11,26
bible-qna,Where did Moses forsake?,Egypt,1,Hebrews,11,27,Hebrews,11,27
bible-qna,WHo did Moses not fear the wrath of?,The king's commands,1,Hebrews,11,27,Hebrews,11,27
bible-qna,What did Moses not fear?,The wrath of the king,1,Hebrews,11,27,Hebrews,11,27
bible-qna,Who did Moses see?,One who is invisible,1,Hebrews,11,27,Hebrews,11,27
bible-qna,What did Moses Keep?,The Passover,1,Hebrews,11,28,Hebrews,11,28
bible-qna,What was there a sprinkling of?,Blood,1,Hebrews,11,28,Hebrews,11,28
bible-qna,What happened to the firstborn?,They were destroyed,1,Hebrews,11,28,Hebrews,11,28
bible-qna,Who was destroyed?,The firstborn,1,Hebrews,11,28,Hebrews,11,28
bible-qna,What did they pass through as dry land?,The Red Sea,1,Hebrews,11,29,Hebrews,11,29
bible-qna,What was the Red Sea like,Dry Land,1,Hebrews,11,29,Hebrews,11,29
bible-qna,Who was drowned?,The Egyptians,1,Hebrews,11,29,Hebrews,11,29
bible-qna,What happened to the Egyptians?,They were drowned,1,Hebrews,11,29,Hebrews,11,29
bible-qna,What happened to the walls of Jericho,They fell down,1,Hebrews,11,30,Hebrews,11,30
bible-qna,What walls fell down?,Walls of Jericho,1,Hebrews,11,30,Hebrews,11,30
bible-qna,How many days were the walls encircled?,Seven Days,1,Hebrews,11,30,Hebrews,11,30
bible-qna,What happened to the walls for 7 days,They were encircled,1,Hebrews,11,30,Hebrews,11,30
bible-qna,Who was a harlot?,Rahab,1,Hebrews,11,31,Hebrews,11,31
bible-qna,What was Rahab described as?,A Harlot,1,Hebrews,11,31,Hebrews,11,31
bible-qna,How did Rahab receive the spies?,With peace,1,Hebrews,11,31,Hebrews,11,31
bible-qna,Who was received with peace?,The spies,1,Hebrews,11,31,Hebrews,11,31
bible-qna,What would fail that he couldn't tell of other heroes?,Time,1,Hebrews,11,32,Hebrews,11,32
bible-qna,What was subdued through faith?,Kingdoms,1,Hebrews,11,33,Hebrews,11,33
bible-qna,What was obtained through faith?,Promises,1,Hebrews,11,33,Hebrews,11,33
bible-qna,What did faith stop?,The mouths of lions,1,Hebrews,11,33,Hebrews,11,33
bible-qna,What was worked through faith?,Righteousness,1,Hebrews,11,33,Hebrews,11,33
bible-qna,What was quenched?,The violence of fire,1,Hebrews,11,34,Hebrews,11,34
bible-qna,What was escaped?,The edge of the sword,1,Hebrews,11,34,Hebrews,11,34
bible-qna,What was turned to flight?,The armies of aliens,1,Hebrews,11,34,Hebrews,11,34
bible-qna,Where did they become valiant?,In battle,1,Hebrews,11,34,Hebrews,11,34
bible-qna,What did women receive?,Their dead raised to life,1,Hebrews,11,35,Hebrews,11,35
bible-qna,Who received dead raised to life?,Women,1,Hebrews,11,35,Hebrews,11,35
bible-qna,What the those torture obtain?,A better resurrection,1,Hebrews,11,35,Hebrews,11,35
bible-qna,What did those tortured not accept?,Deliverance,1,Hebrews,11,35,Hebrews,11,35
bible-qna,What did those in sheepskins and goatskins do?,They wandered about,1,Hebrews,11,37,Hebrews,11,37
bible-qna,What were they slain with?,A sword,1,Hebrews,11,37,Hebrews,11,37
bible-qna,What was the world not?,Worthy,1,Hebrews,11,38,Hebrews,11,38
bible-qna,Where were the caves?,In the earth,1,Hebrews,11,38,Hebrews,11,38
bible-qna,What was in the earth?,Caves,1,Hebrews,11,38,Hebrews,11,38
bible-qna,What did these obtain?,A Good testimony,1,Hebrews,11,39,Hebrews,11,39
bible-qna,What kind of testimony was obtained?,A Good one,1,Hebrews,11,39,Hebrews,11,39
bible-qna,What did they not receive?,The promise,1,Hebrews,11,39,Hebrews,11,39
bible-qna,What was the good testimony received through?,Faith,1,Hebrews,11,39,Hebrews,11,39
bible-qna,What did God provide?,Something better for us,1,Hebrews,11,40,Hebrews,11,40
bible-qna,Who provided something better for us?,God,1,Hebrews,11,40,Hebrews,11,40
bible-qna,What should they NOT be made?,Perfect apart from us,1,Hebrews,11,40,Hebrews,11,40
bible-qna,What are we surrounded by?,so great a cloud of witnesses,1,Hebrews,12,1,Hebrews,12,1
bible-qna,How should we run?,with endurance,1,Hebrews,12,1,Hebrews,12,1
bible-qna,What does the author say we should run with endurance?,the race that is set before us,1,Hebrews,12,1,Hebrews,12,1
bible-qna,"According to text, where does our faith come from?","Jesus, the author and finisher of our faith",1,Hebrews,12,2,Hebrews,12,2
bible-qna,"What does Paul tell the Hebrews that Jesus ""endured the cross"" for?",For the joy that was set before Him,1,Hebrews,12,2,Hebrews,12,2
bible-qna,Who is the author and finisher of our faith? Be specific.,Jesus,1,Hebrews,12,2,Hebrews,12,2
bible-qna,Jesus is what?,the author and finisher of our faith,1,Hebrews,12,2,Hebrews,12,2
bible-qna,"For the joy that was set before Him, Jesus endured what?",the cross,1,Hebrews,12,2,Hebrews,12,2
bible-qna,Jesus has sat down at what?,the right hand of the throne of God,1,Hebrews,12,2,Hebrews,12,2
bible-qna,"Jesus endured the cross, despising the what?",shame,1,Hebrews,12,2,Hebrews,12,2
bible-qna,"Lest you become weary and discouraged in your souls, you should what?",consider Him (who endured such hostility from sinners against Himself),1,Hebrews,12,3,Hebrews,12,3
bible-qna,We should consider Him who endured what?,such hostility from sinners against Himself,1,Hebrews,12,3,Hebrews,12,3
bible-qna,What point does Paul say that the Hebrews had not yet reached in resisting sin?,Bloodshed,1,Hebrews,12,4,Hebrews,12,4
bible-qna,"""You"" have not yet resisted to what?",bloodshed,1,Hebrews,12,4,Hebrews,12,4
bible-qna,"When striving against sin, you have not yet what?",resisted to bloodshed,1,Hebrews,12,4,Hebrews,12,4
bible-qna,the author speaks of striving against what?,sin,1,Hebrews,12,4,Hebrews,12,4
bible-qna,What OT book does Paul quote to support his thesis that we are sons (and daughters) of God?,Proverbs,1,Hebrews,12,5,Hebrews,12,6
bible-qna,"""You"" have forgotten what?",the exhortation (which speaks to you as sons),1,Hebrews,12,5,Hebrews,12,5
bible-qna,The author quotes a text that says to not despise what?,the chastening of the Lord,1,Hebrews,12,5,Hebrews,12,5
bible-qna,"The author quotes a text that, when rebuked by Him, ""you"" should not be what?",discouraged,1,Hebrews,12,5,Hebrews,12,5
bible-qna,The author quotes a text directed to whom?,My son,1,Hebrews,12,5,Hebrews,12,5
bible-qna,"Whom the Lord loves, He what?",chastens,1,Hebrews,12,6,Hebrews,12,6
bible-qna,What does He do to every son whom He receives?,scourges,1,Hebrews,12,6,Hebrews,12,6
bible-qna,He chastens who?,those whom the Lord loves,1,Hebrews,12,6,Hebrews,12,6
bible-qna,God deals with you as with sons if you endure what?,chastening,1,Hebrews,12,7,Hebrews,12,7
bible-qna,"If you endure chastening, how does God deal with you?",as with sons,1,Hebrews,12,7,Hebrews,12,7
bible-qna,What have all become partakers of?,chastening,1,Hebrews,12,8,Hebrews,12,8
bible-qna,"If you are without chastening, what are you?",illegitimate and not sons,1,Hebrews,12,8,Hebrews,12,8
bible-qna,"If you are illegitimate and not sons, what have you gone without?",chastening,1,Hebrews,12,8,Hebrews,12,8
bible-qna,What have our human fathers done to us?,corrected us,1,Hebrews,12,9,Hebrews,12,9
bible-qna,"What did we pay ""them"" who correct us?",respect,1,Hebrews,12,9,Hebrews,12,9
bible-qna,Who should we much more readily be in subjection to? Be specific.,The Father of spirits.,1,Hebrews,12,9,Hebrews,12,9
bible-qna,Who did we pay respect to?,human fathers who corrected us,1,Hebrews,12,9,Hebrews,12,9
bible-qna,How long did they chasten us?,for a few days,1,Hebrews,12,10,Hebrews,12,10
bible-qna,What can we be partakers of when He chastens us for our profit?,His holiness,1,Hebrews,12,10,Hebrews,12,10
bible-qna,"How did ""they"", for a few days, chasten us?",as seemed best to them,1,Hebrews,12,10,Hebrews,12,10
bible-qna,What does He chasten us for?,our profit,1,Hebrews,12,10,Hebrews,12,10
bible-qna,"What is the result of ""chastening"", according to text?",Peaceable fruit of righteousness,1,Hebrews,12,11,Hebrews,12,11
bible-qna,How much chastening seems to be joyful for the present?,no chastening,1,Hebrews,12,11,Hebrews,12,11
bible-qna,How does the author describe chastening?,painful,1,Hebrews,12,11,Hebrews,12,11
bible-qna,What does chastening yield?,peaceable fruit of righteousness,1,Hebrews,12,11,Hebrews,12,11
bible-qna,Who is the peaceable fruit of righteousness yielded to?,those who have been trained by it,1,Hebrews,12,11,Hebrews,12,11
bible-qna,How does the author describe the knees that should be strengthened?,feeble,1,Hebrews,12,12,Hebrews,12,12
bible-qna,How does the author describe the hands that should be strengthened?,"the hands which ""hang down""",1,Hebrews,12,12,Hebrews,12,12
bible-qna,What should the readers do with the hands which hang down and the feeble knees?,strengthen them,1,Hebrews,12,12,Hebrews,12,12
bible-qna,"What kind of paths should be made for ""your"" feet?",straight,1,Hebrews,12,13,Hebrews,12,13
bible-qna,What does the author not want to be dislocated?,what is lame,1,Hebrews,12,13,Hebrews,12,13
bible-qna,What does the author want to happen to what is lame?,"The author wants it to ""be healed""",1,Hebrews,12,13,Hebrews,12,13
bible-qna,Straight paths should be made for what?,your feet,1,Hebrews,12,13,Hebrews,12,13
bible-qna,"What does text say we should ""pursue""?","1) Peace with all people, 2) Holiness",1,Hebrews,12,14,Hebrews,12,14
bible-qna,How many people should the readers pursue peace with?,all people,1,Hebrews,12,14,Hebrews,12,14
bible-qna,No one will see the Lord without what?,holiness,1,Hebrews,12,14,Hebrews,12,14
bible-qna,How should the author's readers look?,carefully,1,Hebrews,12,15,Hebrews,12,15
bible-qna,What kind of root springs up and causes trouble?,any root of bitterness,1,Hebrews,12,15,Hebrews,12,15
bible-qna,Any root of bitterness causes many to become what?,defiled,1,Hebrews,12,15,Hebrews,12,15
bible-qna,"Whom does Paul use as an example to avoid, since he was a ""fornicator or profane person""?",Esau,1,Hebrews,12,16,Hebrews,12,18
bible-qna,How does the author describe Esau?,profane,1,Hebrews,12,16,Hebrews,12,16
bible-qna,How much food did Esau sell?,one morsel,1,Hebrews,12,16,Hebrews,12,16
bible-qna,What did Esau sell for one morsel of food?,his birthright,1,Hebrews,12,16,Hebrews,12,16
bible-qna,Who sold one morsel of food?,Esau,1,Hebrews,12,16,Hebrews,12,16
bible-qna,"What happened when ""he"" wanted to inherit the blessing?",He was rejected,1,Hebrews,12,17,Hebrews,12,17
bible-qna,"What did ""he"" find no place for?",repentence,1,Hebrews,12,17,Hebrews,12,17
bible-qna,"What did ""he"" seek diligently with tears?",repentance,1,Hebrews,12,17,Hebrews,12,17
bible-qna,"How did ""he"" seek repentence?",diligently with tears,1,Hebrews,12,17,Hebrews,12,17
bible-qna,What have you not come to?,the mountain,1,Hebrews,12,18,Hebrews,12,18
