book,chapter,verse,endVerse,question,answer,points,source,quality,2To3,bigPoints,people,places,names,numbers
Judges,2,7,7,the people served the Lord all the days of what group of people who outlived Joshua?,the elders,1,AYMT,5,False,False,False,False,False,False
Judges,2,7,7,what had Joshua and the elders who outlived Joshua seen of the Lord?,all the great works He had done for Israel,1,AYMT,5,False,False,False,False,False,False
Judges,2,8,8,what 2 things are we told about Joshua?,"(1) the son of Nun, (2) was the Servant of the Lord",2,AYMT,5,True,False,False,False,False,False
Judges,2,8,8,how old was Joshua when he died?,110 years old,1,AYMT,5,False,False,False,False,False,False
Judges,2,9,9,where was Joshua buried?,at Timnath Heres,1,AYMT,5,False,False,False,False,False,False
Judges,2,9,9,where 3 things does this verse say about Timnath Heres?,"(1) Within the border of his inheritance, (2) In the mountains of Ephraim, (3) On the north side of Mount Gaash",3,AYMT,5,True,False,False,False,False,False
Judges,2,10,10,"""when all that generation had been gathered to their fathers, another generation arose after them who did not know"" who?",the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,2,10,10,"""when all that generation had been gathered to their fathers, another generation arose after them who did not know"" what?",the work which He had done for Israel,1,AYMT,5,False,False,False,False,False,False
Judges,2,11,11,what 2 things did the children of Israel do in the sight of the Lord?,"(1) Evil, (2) served the Baals",2,AYMT,5,True,False,False,False,False,False
Judges,2,12,12,who did the children of Israel forsake?,the Lord God of their fathers,1,AYMT,5,False,False,False,False,False,False
Judges,2,12,12,what had the Lord done for Israel?,brought them out of the land of Egypt,1,AYMT,5,False,False,False,False,False,False
Judges,2,12,12,Israel followed other gods from among the gods of who?,the people who were all around them,1,AYMT,5,False,False,False,False,False,False
Judges,2,12,12,what did Israel do before the gods they chose to worship?,bowed down to them,1,AYMT,5,False,False,False,False,False,False
Judges,2,12,12,who did Israel provoke to anger?,the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,2,13,13,Israel forsook the Lord and served whom?,Baal and the Ashtoreths,1,AYMT,5,False,False,False,False,False,False
Judges,2,14,14,what was hot against Israel?,the anger of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,2,14,14,who did the Lord deliver Israel into the hands of?,plunderers,1,AYMT,5,False,False,False,False,False,False
Judges,2,14,14,what did the plunderers do to Israel?,despoiled them,1,AYMT,5,False,False,False,False,False,False
Judges,2,14,14,who did the Lord sell Israel into the hands of?,their enemies all around,1,AYMT,5,False,False,False,False,False,False
Judges,2,14,14,what could Israel no longer do?,Stand before their enemies,1,AYMT,5,False,False,False,False,False,False
Judges,2,15,15,what was against Israel whenever they went out?,The hand of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,2,15,15,the hand of ther Lord was against Israel for what?,calamity,1,AYMT,5,False,False,False,False,False,False
Judges,2,15,15,what had the Lord sworn to Israel that He would do to them if they broke their covenant with Him?,Raise up His hand for calamity against them,1,AYMT,5,False,False,False,False,False,False
Judges,2,16,16,"Nevertheless, who did the Lord raise up?",Judges,1,AYMT,5,False,False,False,False,False,False
Judges,2,6,6,"what did the judges do for Israel, whom the Lord raised up?",Delivered them out of the hand of those who plundered them,1,AYMT,5,False,False,False,False,False,False
Judges,2,17,17,what did Israel refuse to do with the judges the Lord raised up?,Listen to them,1,AYMT,5,False,False,False,False,False,False
Judges,2,17,17,"intead of listening to the judges, what did Israel do with other gods?",Played the harlot with them and bowed down to them,1,AYMT,5,False,False,False,False,False,False
Judges,2,17,17,Israel turned quickly from what way?,the way their fathers walked,1,AYMT,5,False,False,False,False,False,False
Judges,2,17,17,in what way did the fathers of Israel walk?,in obeying the commandments of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,2,18,18,"""And when the Lord raised up judges for them, the Lord was with the judge and"" - did what for Israel?",Delivered them out of the hand of their enemies,1,AYMT,5,False,False,False,False,False,False
Judges,2,18,18,"when the Lord raised up a judge, how long did He deliver Israel out of the hand of their enemies?",All the days of the judge,1,AYMT,5,False,False,False,False,False,False
Judges,2,18,18,"""for the Lord was moved to pity"" by what?",their groaning,1,AYMT,5,False,False,False,False,False,False
Judges,2,18,18,why did Israel groan?,Because of those who oppressed them and harassed them,1,AYMT,5,False,False,False,False,False,False
Judges,2,19,19,what 2 things did Israel do when the judge was dead?,"(1) They reverted, (2) Behaved more corruptly then their fathers",2,AYMT,5,True,False,False,False,False,False
Judges,2,19,19,list the 3 ways that Israel behaved more curruptly than their fathers.,(1) By following other gods - to serve them and bow down to them,1,AYMT,5,False,False,False,False,False,False
Judges,2,19,19,list the 2 things that Israel did not cease from doing.,"(1) Their own doings, (2) From their stubborn way",2,AYMT,5,True,False,False,False,False,False
Judges,2,20,20,who was the anger of the Lord hot against?,Israel,1,AYMT,5,False,False,False,False,False,False
Judges,2,20,20,what had the nation of Israel done to the covenant that the Lord had commanded of their fathers?,Transgressed the covenant,1,AYMT,5,False,False,False,False,False,False
Judges,2,20,20,what 2 things did the Lord say Israel had done against Him?,"(1) Transgressed His covenant, (2) Not heeded My voice",2,AYMT,5,True,False,False,False,False,False
Judges,2,21,21,"because Israel had transgressed the covenant of the Lord, and not heeded His voice, then the Lord said that He would no longer drive out who before them?",Any of the nations which Joshua left when he died,1,AYMT,5,False,False,False,False,False,False
Judges,2,22,22,the Lord said that He would use the nations which Joshua left when he died to do what to Israel?,Test them,1,AYMT,5,False,False,False,False,False,False
Judges,2,22,22,the Lord said that He would use the nations around Israel to test Israel to see whether they would do what?,Keep the ways of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,2,22,22,the Lord left the other nations around Israel to test them to see if they would walk in the ways of the Lord as had who?,their fathers,1,AYMT,5,False,False,False,False,False,False
Judges,2,23,23,"who did the Lord leave among Israel, and did not drive them out immediately?",those nations,1,AYMT,5,False,False,False,False,False,False
Judges,2,23,23,into whose hand did the Lord not deliver the other nations who dwelt among the Israelites?,The hand of Joshua,1,AYMT,5,False,False,False,False,False,False
Judges,3,1,1,why did the Lord leave the heathen nations amongst the Israelites?,To test them,1,AYMT,5,False,False,False,False,False,False
Judges,3,1,1,who in Israel did the Lord want to be taught to know war?,All who had not known any of the wars in Canaan,1,AYMT,5,False,False,False,False,False,False
Judges,3,2,2,what generation of Israel did the Lord want to know war?,Those who had not formerly known it,1,AYMT,5,False,False,False,False,False,False
Judges,3,3,3,list the nations who the Lord allowed to dwell among the Israelites.,"(1) 5 lords of the Philistines, (2) All the Canaanites, (3) The Sidonians, (4) The Hivites who dwelt in Mount Lebanon",4,AYMT,5,False,True,False,False,False,False
Judges,3,3,3,the Hivites dwelt from where to the entrance of where?,From Mount Baal Hermon to the entrance of Hamath,1,AYMT,5,False,False,False,False,False,False
Judges,3,4,4,why were these nations left?,That He might test Israel by them,1,AYMT,5,False,False,False,False,False,False
Judges,3,4,4,what did the Lord want to know by testing Israel?,Whether they would obey the commandments of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,3,4,4,by whose hand had the Lord commanded the fathers of Israel to obey His commandments?,Moses,1,AYMT,5,False,False,False,False,False,False
Judges,3,5,5,among what heathen nations did the Israelites dwell?,"(1) The Canaanites, (2) Hittites, (3) Amorites, (4) Perizzites, (5) Hivites, (6) Jebusites",6,AYMT,5,False,True,False,False,False,False
Judges,3,6,6,to whom did the Israelites give their daughter to - to become wives to?,"(1) The Canaanites, (2) Hittites, (3) Amorites, (4) Perizzites, (5) Hivites, (6) Jebusites",6,AYMT,5,False,True,False,False,False,False
Judges,3,6,6,who did the heathen nations living amongst the Israelites give their daughters to be married to?,The Israelite sons,1,AYMT,5,False,False,False,False,False,False
Judges,3,6,6,who did the Israelites serve?,Their gods,1,AYMT,5,False,False,False,False,False,False
Judges,3,7,7,who did the children of Israel forget?,God,1,AYMT,5,False,False,False,False,False,False
Judges,3,7,7,who did the the children of Israel serve?,The Baals and Asherahs,1,AYMT,5,False,False,False,False,False,False
Judges,3,8,8,who was the anger of the Lord hot against?,Israel,1,AYMT,5,False,False,False,False,False,False
Judges,3,8,8,into whose hand did the Lord sell Israel?,Cushan-Rishathaim,1,AYMT,5,False,False,False,False,False,False
Judges,3,8,8,Cushan-Rishathaim was king of what country?,Mesopotamia,1,AYMT,5,False,False,False,False,False,False
Judges,3,8,8,how long did Israel serve king Cushan-Rishathaim?,8 years,1,AYMT,5,False,False,False,False,False,False
Judges,3,9,9,"when the children of Israel cried out to the Lord, what did the Lord do?",Raise up a deliverer for them,1,AYMT,5,False,False,False,False,False,False
Judges,3,9,9,who was the deliverer the Lord raised up to deliver Israel from Cushan-Rishathaim?,Othniel,1,AYMT,5,False,False,False,False,False,False
Judges,3,9,9,what was Othniel's father?,Kenaz,1,AYMT,5,False,False,False,False,False,False
Judges,3,9,9,who was Othniel's older brother?,Caleb,1,AYMT,5,False,False,False,False,False,False
Judges,3,10,10,what came upon Othniel?,The Spirit of the Lord,1,AYMT,5,False,False,False,False,False,False
Judges,3,10,10,what did Othniel do for Israel?,He judged them,1,AYMT,5,False,False,False,False,False,False
Judges,3,10,10,"Othniel went out to war, and who did the Lord deliver into his hand?","Cushan-Rishathaim, king of Mesopotamia",1,AYMT,5,False,False,False,False,False,False
Judges,3,10,10,whose hand prevailed over Cushan-Rishathaim?,Othniel,1,AYMT,5,False,False,False,False,False,False
Judges,3,11,11,"under the guidance of Othniel, how long did the land have rest?",40 years,1,AYMT,5,False,False,False,False,False,False
Judges,3,11,11,what happened after 40 years of rest?,Othniel died,1,AYMT,5,False,False,False,False,False,False
Judges,3,12,12,what did the children of Israel do again in the sight of the Lord?,Evil,1,AYMT,5,False,False,False,False,False,False
Judges,3,12,12,"because of the evil that Israel had done in the sight of the Lord, who did the Lord strenghen against them?","Eglon, king of Moab",1,AYMT,5,False,False,False,False,False,False
Judges,3,13,13,who did Eglon king of Moab gather to strengthen himself againt Israel?,The people of Ammon and Amalek,1,AYMT,5,False,False,False,False,False,False
Judges,3,13,13,"what did Eglon, king of Moab do to the Israelites?",Defeated them,1,AYMT,5,False,False,False,False,False,False
Judges,3,13,13,"what did Eglon, king of Moab take possession of?",The City of Palms,1,AYMT,5,False,False,False,False,False,False
Judges,3,14,14,"how long did the children of Israel serve Eglon, king of Moab?",18 years,1,AYMT,5,False,False,False,False,False,False
Judges,3,14,15,"when the children of Israel cried out to the Lord, what did He do for them?",Raised up a deliverer,1,AYMT,5,False,False,False,False,False,False
Judges,3,15,15,who was the deliverer the Lord raised up?,Ehud,1,AYMT,5,False,False,False,False,False,False
Judges,3,15,15,what does this verse tell us about Ehud?,(1) His father was Gera (2) He was a Benjamite (3) He was left-handed,3,AYMT,5,True,False,False,False,False,False
Judges,3,15,15,what did the children of Israel send with Ehud to Eglon king of Moab?,The Tribute,1,AYMT,5,False,False,False,False,False,False
Judges,3,16,16,what had Ehud made for himself?,a dagger,1,AYMT,5,False,False,False,False,False,False
Judges,3,16,16,describe the dagger that Ehud had made.,"(1) Double edged, (2) A cubit in length",2,AYMT,5,True,False,False,False,False,False
Judges,3,16,16,where and how did Ehud fasten his dagger?,"(1) Under his clothes, (2) on his right thigh",2,AYMT,5,True,False,False,False,False,False
Judges,3,17,17,what did Ehud bring to Eglon king of Moab?,The tribute,1,AYMT,5,False,False,False,False,False,False
Judges,3,17,17,how does this verse describe Eglon king of Moab?,He was very fat,1,AYMT,5,False,False,False,False,False,False
